race,sex,LSAT,UGPA,ZFYA,first_pf
White,1,43,3.3,-0.12,1
White,2,27.7,3.2,-1.1,1
White,1,43,3.6,0.14,1
White,2,42,3.8,-0.05,1
Asian,1,37,3.9,-1.17,0
White,2,43,3.5,-0.58,1
White,2,42,3.2,-0.18,1
Asian,2,39,4,-0.58,1
Black,1,33,3.1,-1.56,1
White,1,43,3.7,0.08,1
White,2,43,3.6,-0.26,1
White,2,43,3.6,0.21,1
White,2,46,3.5,1.53,1
White,2,41,3.4,1,1
White,2,42,3.5,-0.32,1
White,1,45,3.6,0.87,1
White,1,43,3.8,-1.1,1
White,2,44,3.6,1.8,1
Hispanic,1,35.5,3.4,-0.84,1
White,2,42,3.4,0.14,1
White,2,38,3.3,-0.77,1
White,2,42,3.9,2.39,1
Black,1,44,3,-1.83,0
Hispanic,1,35,3.6,-0.32,1
White,1,47,3.6,-0.32,1
White,2,46,3.7,0.41,1
White,2,43,3.7,0.8,1
Asian,2,41,3.8,-0.84,0
White,1,42,3.8,0.41,1
White,2,39,3.7,-0.65,1
White,1,45,3.6,1.07,1
White,1,44,3.2,-1.1,1
White,1,46,3.3,-0.45,1
White,2,42,3.5,1.13,1
White,1,44,3.5,1.27,1
White,1,42,3.5,-0.52,1
White,2,43,3.5,0.67,1
White,1,44,3.4,-0.38,1
White,2,41,3.7,-0.51,1
Asian,2,43,3.7,-0.32,1
White,2,44,3.7,0.27,1
White,2,43,3.6,1.66,1
Asian,1,41,3.5,-1.1,0
White,1,44,3.5,-0.18,1
White,2,43,4,1.47,1
White,1,43,3.9,-0.57,1
White,2,47,3.5,0.48,1
White,2,35,3.2,-0.23,1
White,1,33,3.3,1.36,1
White,2,38,3.4,-0.25,1
White,2,39,2.7,-0.53,1
White,1,37.5,3.2,-0.8,1
White,2,36,3.8,0.72,1
White,2,37,3.1,-0.25,1
White,1,47,3.2,0.06,1
White,2,34,3.6,-0.69,1
White,1,39,3.2,-0.29,1
White,2,44,2.8,0.65,1
White,2,33,3.3,-0.69,1
White,1,36,3.7,0.13,1
White,2,37,3.4,-0.03,1
White,2,37,2.9,0.59,1
White,1,29,3.8,-1.06,1
White,2,38,3.8,1.12,1
White,2,37,3.2,-0.27,1
White,2,41,2.6,-0.69,1
White,2,40,3.8,0.96,1
White,1,30.5,3.7,0.1,1
White,1,42,3.9,1.09,1
White,2,43,2.6,1.14,1
White,1,38,3,-0.05,1
White,2,40,3,-0.03,1
White,1,36,3.2,1.4,1
White,2,41,3.6,1.56,1
White,2,36,3.6,1.18,1
White,2,40,2.7,1.05,1
White,1,37,4,2.33,1
White,1,39,3.5,0.02,1
White,2,40,2.7,-0.38,1
White,2,42,3.4,-0.12,1
White,2,38,3.4,-1.48,1
White,2,32,3.5,-0.86,1
White,2,41,2.7,-0.56,1
White,1,36.5,3.2,-1.35,1
White,1,33,3.6,-0.62,1
White,2,33,3.4,-1.41,0
White,2,40,3.6,-1.52,1
White,2,35,3.7,1.38,1
White,2,40,3,-0.07,1
White,2,39,3,0.48,1
White,2,38,3,1.14,1
White,1,37,3.1,-1.15,1
White,2,44,3,1.47,1
White,2,34,3.4,-1.22,1
White,2,39,3.3,0.35,1
White,1,40,3.7,0.39,1
White,2,42,3.3,-0.75,1
White,2,37,3.1,0.7,1
White,2,38.5,3.2,0.08,1
White,1,35,3.5,0.48,1
White,1,37.3,3.5,0.17,1
Asian,1,39,3.2,-0.23,1
White,1,39,2.9,-0.84,1
White,1,42,3.5,1.89,1
White,1,42,3.9,1.75,1
White,2,38,3.4,-1.55,0
White,1,37,3.4,0.98,1
White,1,32,3.8,-0.14,1
White,1,42,2.7,-0.51,0
White,2,40,3.1,-0.03,1
White,2,22,3.6,-0.51,1
White,2,38,3.2,-1.04,1
Black,1,32,2.7,-1.77,1
White,2,41,3.5,-0.6,1
White,1,38,3.4,1.34,1
White,2,42,2.8,0.13,1
White,1,38,3.8,0.21,1
White,2,45,3.1,2.39,1
White,2,37,3.3,-0.58,1
White,1,36,3.2,-0.29,1
White,1,39,3.9,0.61,1
White,2,39.5,3.1,1.14,1
White,2,32,2.8,0.22,1
White,1,33,3.2,0.46,1
White,2,34,2.9,-0.17,1
White,2,31.3,3,-2.13,1
White,2,36,2.8,-0.03,1
White,1,30.5,3.2,-0.12,1
White,1,36,2.9,-1.28,1
White,2,31,3.2,0.94,1
White,2,29,3.8,0.82,1
White,1,27.5,3.6,2.1,1
White,2,24,2.6,-0.53,1
White,2,37,3.2,-0.46,1
White,2,30,2.7,0.14,1
White,2,34,2.8,1.62,1
White,2,34,3.2,0.6,1
White,2,32.7,3.1,0.1,1
White,1,28.5,3.2,-0.34,1
White,2,37,3.1,1.11,1
White,2,26.5,3.8,-1.19,1
White,1,29,3,-1.38,0
White,2,35,2.9,-0.24,1
White,2,29,3.4,0.51,0
White,2,31.5,2.9,0.82,1
White,2,37,3,0.14,1
White,2,36,2.4,1.11,1
White,1,38,2.8,0.26,1
White,2,28,3.4,-0.05,1
White,2,33,2.4,0,1
White,1,34,3.4,0.89,1
White,2,29,3.4,-1.19,1
White,2,33,3,0.17,1
White,1,40,2.8,-0.39,1
White,1,28.5,3.1,-0.39,1
White,2,29,2.8,-0.22,1
White,2,32,3.1,0.92,1
White,2,31,3.3,-0.24,1
White,1,36,3,-1.28,1
White,2,37,2.6,1.4,1
White,2,38,2.6,-0.07,1
White,2,30.5,2.7,0,1
Hispanic,2,32.5,2.8,-0.05,1
White,1,30,3.2,0.19,1
White,1,35,3.1,0.53,1
White,1,32,3.1,1.04,1
White,1,32,3.5,-0.56,1
White,1,35,3.1,1.09,1
White,2,33,3,1.76,1
White,1,31,3.3,-1.02,0
White,2,33,3.1,0.41,1
White,2,31.5,3.2,1.11,1
White,2,39,2.8,-0.32,1
White,2,35,2.9,0.92,1
White,2,33.5,2.6,-1.31,1
White,2,38,3.2,1.45,1
White,2,38,3,0.36,1
White,2,37,3.3,-0.82,1
Other,1,25,3.3,-1.45,1
White,1,43,3.1,2.08,1
White,2,33,3.3,0.87,1
White,2,32.5,3.5,1.47,1
White,2,39,2.7,1.67,1
White,1,37,4,-0.27,0
White,2,42,2.9,0.1,1
White,2,35,3.8,-0.1,1
White,2,33,3.4,0.07,1
White,2,38,2.5,1.11,1
White,2,30.5,2.3,-0.39,1
White,1,37.5,2.6,0.29,1
White,2,34,3.2,0.48,1
White,2,34,2.4,0.46,0
White,1,37,2.6,0.05,1
White,2,37,3.3,1.28,1
White,2,37,2.8,-0.32,1
White,2,41,2.7,1.55,1
White,1,30,3.4,0.55,0
White,2,32,3.1,0.58,1
White,2,35,2.8,-1.72,0
White,1,37,2.2,-0.8,1
Asian,2,32.5,3,-0.19,1
White,2,29.7,2.8,0.63,1
White,1,29,3.6,-0.1,1
White,1,31,3.1,-0.56,1
White,2,32,3.3,-0.34,1
White,2,34,3,2.42,1
White,1,32,3.1,-0.34,0
White,2,32,3.1,-0.24,1
White,2,30,3.4,0.05,1
White,1,36,2.9,0.19,1
White,2,31,2.7,-0.03,1
White,2,37,2.6,1.93,1
White,1,26.5,2.8,-0.12,1
White,2,28,3.7,0.97,1
White,2,39,2,-0.15,1
White,2,21.5,3.2,-0.27,1
White,2,25,3.2,-0.68,1
White,2,37,2,-1.23,1
Hispanic,2,32,3.4,0.02,1
White,2,36,3.3,-0.17,1
White,1,34,3.7,0.62,1
White,2,36,3.5,0.2,1
White,1,42,3.7,0.81,1
Asian,1,28.5,3.5,-1.04,1
White,1,36,3.7,1.04,1
White,2,46,3.4,0.2,1
White,2,36.5,3.1,0.52,1
White,2,37,3.2,1.93,1
White,1,35,3.7,0.14,1
White,2,42,2.9,0.77,1
White,2,33,3.4,-0.19,1
White,2,37,3.2,-1.08,1
White,1,41,3.6,0.52,1
White,1,42,3.5,0.43,1
White,1,45,3.5,0,1
White,1,37,3.3,-0.36,1
White,2,36,3.4,-0.29,1
Asian,1,31.5,3.1,-0.4,1
White,1,37,3.3,-0.48,1
White,1,37,3.3,0,1
White,2,41,3.1,1.53,1
White,2,38,3.3,0.47,1
White,2,37,2.9,1.28,1
White,1,38,3.2,-1.13,1
White,2,30,3.7,-0.59,1
White,2,41,3.3,-0.07,1
White,1,40,3,0.2,1
White,2,35,3.4,0.47,1
White,1,45,3.2,-0.57,1
White,1,34,3.3,0.35,1
White,2,38,3.2,-0.29,1
White,1,43,3,0.91,1
White,2,37,2.8,0.56,1
White,2,41,3.3,0.47,1
White,2,39,3.1,1.33,1
White,1,34,3.3,-1.31,1
White,2,43,4,0.22,1
White,1,40,3,0.97,1
White,2,37,3.5,-0.61,0
White,1,41,3.7,2.1,1
White,2,35,3.3,0.27,1
White,1,38,3.4,-0.36,1
White,2,37,2.6,1.16,1
White,2,26,3.6,-0.17,1
Black,1,29,2.8,-1.89,1
White,1,36,3.1,0.12,1
White,1,31,3.9,0.37,1
White,1,42,3.4,-0.11,1
White,2,36,3.1,-1.23,1
Other,1,29,3.1,-0.32,1
White,2,36,3.3,0.45,1
White,2,36,3.2,-0.02,1
White,1,36,2.5,0.08,1
White,1,36,3.9,1.99,1
White,2,42,3,1.24,1
White,2,38,2.9,0.39,1
White,2,42,3.1,1.45,1
White,2,36,3.2,-0.77,1
White,1,38,3.4,-0.21,1
White,2,41,2.6,1.04,1
White,2,41,3.5,-0.57,1
White,1,33,3.6,-0.13,1
Asian,2,33,3.5,0.16,1
White,1,35,3.3,-1.29,1
White,2,40,3.4,1.85,1
White,1,37,3.3,-1.46,1
White,2,41,2.9,0.1,1
White,2,36,3.4,-0.34,1
White,1,38,3.4,0.1,1
White,1,38,3.4,0.66,1
Asian,2,23,3.6,-1.52,1
White,2,36,3,-0.71,1
White,2,35,3.4,-0.17,1
White,2,39,2.9,-0.69,1
White,1,40,3.6,0.93,1
Black,1,24,2.8,-1.08,1
White,1,33,3.8,0.7,1
White,2,36,3.1,-0.34,1
White,2,39,3.2,0.49,1
White,2,45,3.1,0.87,1
White,2,37,3.5,0,1
White,2,43,3.5,2.32,1
White,1,36,3.4,1.37,1
Other,2,26.5,3.8,0.35,1
White,1,32,2.9,-0.82,1
White,1,26.5,3.2,1.18,1
White,1,31,3.6,-2.18,1
White,1,35,2.5,0.51,0
White,1,34,3.5,0.1,1
White,1,40,3.8,1.72,1
White,2,33,3.4,-0.07,1
White,2,40,2.5,-0.24,1
White,1,44,2.6,1.96,1
White,2,33,3.2,-0.8,1
White,2,36,2.1,-0.19,0
White,1,29,3.2,0.41,1
White,1,28,3.7,-0.58,1
White,2,39,2.9,0.58,1
White,2,27,2.4,-1.11,0
White,2,37,3.2,1.38,1
White,1,26.5,3.8,0.24,1
White,1,32,2.8,0.6,1
White,1,34,2.2,0.26,1
White,1,32.5,2.3,-0.51,1
White,2,35,1.9,-0.82,0
White,2,35,2.4,-2.15,1
White,2,34,3.5,-0.34,0
White,2,31.5,2.5,-0.75,1
Puertorican,2,29,3.3,0.97,1
White,2,35,2.9,-0.53,1
White,1,35.5,3.3,0.17,1
White,1,35,3.6,0.68,1
White,2,39,3.1,-1.36,0
White,1,27,3.4,-0.03,1
White,1,33,2.7,-1.43,0
White,2,41,1.9,-1.79,0
White,2,37,3,-0.05,1
White,2,35,3.7,1.93,1
White,1,41,2.4,0.97,1
White,2,39,2.9,-0.03,1
White,2,24,3,-1.04,0
White,1,38,3.7,1.28,1
White,2,37,3.3,-0.34,1
White,1,35,2.7,0.48,0
White,2,40,3.9,1.74,1
White,1,29,3.6,0.05,1
White,2,41,2.3,0.12,1
White,2,38,2.7,1.35,1
White,1,37,3,-0.94,1
White,2,36,3,1.13,1
White,2,30,3.3,-0.32,1
White,1,33,3.8,0.53,1
White,2,46,3.2,1.21,1
White,2,36,2.9,-1.26,1
White,1,22,3.8,-1.21,0
White,2,41,2.1,0.92,1
White,1,33,3.2,-0.65,1
White,2,32,2.3,-0.85,1
White,1,39,3.2,0.22,1
White,1,33.5,2.9,-1.43,0
White,1,38,3.1,-0.07,1
White,2,34,3,0.07,1
White,2,29,3.6,-0.99,1
White,2,31.5,2.7,0.07,1
White,2,27,2.2,-1.81,1
White,2,30,3.6,0.75,1
White,1,36,3,0.7,1
White,2,32,3.3,-0.75,1
White,2,35,2.9,-0.51,0
White,1,31,2.8,-1.38,1
White,2,35,3.3,0.12,1
White,1,29,3.9,2.1,1
White,1,29,2.7,-0.24,1
White,2,31.5,3,0.17,1
White,2,33,3.1,1.21,1
White,2,34,3.1,0.82,1
White,2,32.5,3.4,0.34,1
White,1,35,3.1,-1.02,1
White,1,35,3.1,0.07,1
White,2,34,3.1,0.87,1
White,1,33,3.3,-1.36,1
White,2,37,2.8,0.1,1
Black,1,27,2.6,-0.99,0
White,2,35,2.5,1.06,1
Other,1,29,3.2,-1.21,1
White,1,35,2.7,-0.03,1
White,1,22.5,2.2,-1.57,0
White,2,34,3.1,0.75,1
White,2,39,3,1.33,1
White,2,35,2.9,0,1
White,1,37,3.2,0.14,1
White,1,32,3.2,-1.07,1
White,1,29,3.5,0.36,1
White,1,36,3.2,0.46,1
White,1,35,2.7,0.43,1
White,2,34,3,-0.05,1
White,2,30.5,3.5,-0.63,1
White,1,35,2.9,0.19,1
White,2,32,3.4,-0.65,1
White,2,34,3.2,-0.41,0
White,1,37,2.9,-0.7,1
White,2,35,3,0.1,1
White,1,38,2.1,-2.18,0
White,1,29,2.3,-0.61,1
White,2,40,2.8,-0.46,1
White,2,36,2.9,-0.05,1
Mexican,1,30,3.1,-0.46,0
White,1,30,3.5,-1.04,0
White,1,34,3,0.6,1
White,2,33,2.9,-0.03,1
White,2,27,2.7,0.1,1
White,1,34,3.2,0.31,1
Other,2,32.5,2.6,0.41,1
White,2,32,2.1,0.48,1
White,1,33,3.2,-0.39,1
White,2,37,2.9,1.35,1
White,2,30,3.2,-0.03,1
White,1,22.5,2.7,-1.65,0
White,2,34.5,3.2,0.17,1
White,2,39,2.9,2.01,1
White,2,33,2.8,0.97,1
White,2,29,2.4,-1.86,1
White,2,35,3.1,-0.39,1
White,1,31,3.5,1.26,1
White,1,34,3.4,-0.19,1
White,1,35,2.6,-1.55,1
White,1,31,3.6,1.3,1
White,1,37,3.7,0.46,1
White,2,39,2.7,1.26,1
White,2,37,2.5,-0.29,1
White,2,36,2.4,0.6,1
White,2,33,3.1,-1.65,1
White,1,30,3.6,1.06,1
White,2,28,3.2,0.51,1
White,2,30.5,3.1,-0.53,1
White,1,33,3.6,2.13,1
White,1,38,2.8,-0.82,1
White,2,30,3,-0.1,0
White,2,35,3.2,0.99,1
White,2,34,3.1,1.28,1
White,1,35,2.9,-0.05,1
White,1,40,3.2,2.22,1
White,2,36,2.8,-0.65,1
White,1,31,3.6,0.58,1
White,2,31,3.2,0.58,1
White,2,35,2.7,-0.03,1
White,2,40,3,-0.07,1
White,1,42,3.8,-0.16,1
White,2,37,3.4,-0.32,1
White,1,42,4,1.88,1
White,1,32,3.4,-0.87,1
White,2,36,3.5,0.33,1
White,2,35,3.3,0.12,1
White,2,36,3.8,0.94,1
White,1,41,3,-0.07,1
White,2,36,3.2,0.66,1
White,2,36,3.5,0.58,1
White,2,38,3.8,0.07,1
Black,2,42,2.8,-1.1,0
White,1,36,3.2,1.02,1
White,2,37,3.2,-0.64,1
White,2,37,3.6,0.62,1
White,2,33.5,3.7,0.77,1
White,2,41,2.8,0.81,1
White,2,35,3.5,0.75,1
White,2,39,3.9,0.64,1
White,2,33,3.6,-0.05,1
White,1,37,3.5,-0.43,1
White,2,32,3.6,0.03,1
White,2,35.5,3.7,0.79,1
White,1,38,3,-0.51,1
White,2,32,3.8,-0.14,1
White,2,40,3.6,0.41,1
White,1,37,3.2,-0.2,1
White,2,35,3.5,-1.23,0
White,2,34,3.1,-0.81,1
White,2,34,3.6,0.45,1
White,2,36,2.9,0.35,1
White,2,40,2.7,-0.24,1
White,2,39,3.6,1.61,1
White,1,39,2.9,-0.16,1
White,2,38,3,-0.45,1
White,1,40,3.1,0.26,1
White,2,44,3.6,2.18,1
White,2,35,3.9,0.2,1
White,1,29,2.5,1.02,1
White,2,35.5,3.2,-1.06,1
White,2,39,2.7,-0.96,1
White,1,41,2.7,0.73,1
White,2,42,3.2,0.9,1
Asian,1,35.5,3,0.66,1
White,2,48,3.5,1.02,1
White,2,42,3.1,1.42,1
White,2,34,3.6,-1.63,1
White,1,37,3.4,-0.77,1
White,1,32,3.7,0.83,1
White,1,39,3.5,0.29,1
White,1,32.5,3.4,-0.6,1
White,1,34,3.5,0.31,1
White,2,35,3.4,0.54,1
White,1,36,3.6,-0.03,1
White,2,38,3.2,1,1
White,2,37,3.1,-0.28,1
White,2,35,3.6,1.4,1
White,2,38,3.1,0.92,1
Black,2,33,3.5,0.2,1
White,2,35,3.5,-0.89,1
White,2,39,3,-0.39,0
White,2,32.5,3.1,0.85,1
White,1,41,3.3,0.62,1
White,2,34,3.2,-0.45,1
White,2,38,3.4,2.16,1
White,1,36,3.4,0.71,0
White,1,33,3.4,-1.4,1
White,1,33,3.6,-0.24,1
White,1,35,3.6,1.25,1
White,1,38,3.2,-0.16,1
White,1,36,3.7,-0.05,1
White,1,36,3.5,0.71,1
White,1,36,3.2,-0.45,1
White,2,39,3.2,0.52,1
White,1,38,3.2,-0.01,1
White,2,45,3.2,0.31,0
White,1,39,3.2,0.68,1
White,2,34,3.4,0.58,1
White,1,34,3.8,-0.79,1
White,2,36,3.2,1.36,1
White,2,45,2.9,1.42,1
White,2,47,3,-0.18,1
White,1,35,3.7,0.52,1
White,1,34,3.6,0.5,1
White,1,36,2.9,1.02,1
White,2,36,2.9,-1.63,1
White,1,44,3.8,2.16,1
White,1,32,3.8,-0.03,1
White,2,34,3.5,0.68,1
White,2,36,3.5,-0.87,0
White,2,38,3.2,0.33,1
White,1,31,3.8,0.14,1
White,2,42,2.6,1.21,1
White,1,41,3.7,0.01,1
White,1,39,3.3,-1.92,1
White,2,41,3.1,0.24,0
Black,1,24.7,2.9,-0.45,0
White,1,43,2.8,1.46,1
White,2,30,3,-2.01,1
White,2,35,3.1,-0.93,0
White,1,30,3.7,-0.93,1
White,1,30,3.6,0.45,1
White,2,37,2.2,-1.29,0
White,2,40,3,1.25,1
White,2,36,3.4,0.14,1
White,1,44,3.1,-0.37,0
White,2,38,3.3,-0.32,0
White,2,34,3.2,0.66,1
White,1,34,3.7,-0.24,1
White,2,38,3.1,1.15,1
White,2,40,2.8,0.26,1
White,2,40,2.9,0.56,1
White,1,39,3.4,-0.56,1
White,2,34,3.6,0.05,1
White,2,31,3.7,-1.08,1
White,1,36,3.7,0.41,1
White,1,43,4,2.3,1
White,2,37,3.3,-0.7,1
White,2,34,3.5,-0.66,1
White,1,36,3.4,0.01,1
White,2,43,3.4,1.08,1
White,2,37.5,2.8,1.13,1
White,1,36,3.6,0.14,1
White,1,35,3.6,-0.32,1
Black,1,23,2.9,-1.44,1
White,1,41,3.1,-0.56,1
White,1,33,3.8,-0.93,0
Mexican,2,31,2.8,-0.41,1
White,1,33,3.6,-0.47,1
White,1,40,3.5,-1.21,0
White,1,33,3.8,0.56,1
Black,1,29,3.6,-1.73,0
Amerindian,2,42,2.2,1.48,1
White,2,39,2.8,-0.37,1
White,2,36,3.8,-0.03,1
White,1,36,3.6,1.84,1
White,1,43,2.8,0.66,1
White,1,41,3.5,1.26,1
White,2,48,3.4,2.85,1
White,2,44,3.8,0.74,1
White,2,48,3.5,-1.17,0
White,1,35,3.3,-0.65,1
White,1,42,3.7,-0.97,1
White,2,44,3.8,0.6,1
White,2,46,3.6,0.66,1
White,2,47,3.7,-0.11,1
White,2,41,3.5,-0.32,1
White,1,41,3.9,1.2,1
White,1,38,3.9,-0.65,0
Asian,1,38,3.5,-0.26,1
White,1,44,3.5,-0.65,1
White,2,45,3.6,-1.23,1
White,2,46,3.6,0.41,1
White,1,44,3.6,2,1
White,1,44,3.6,1.53,1
Asian,2,40,3.4,-0.06,1
White,1,45,3.5,0.34,1
White,2,37,3.8,-0.26,1
White,2,44,3.6,0.14,1
Hispanic,1,44,3.4,0.66,1
White,2,46,3.5,0.8,1
White,1,43,3.7,-0.12,1
White,2,45,3.5,0.08,1
White,2,42,3.6,-0.78,1
White,1,44,3.9,-1.04,1
White,2,46,3.9,1.73,1
White,2,40,3.9,-0.39,1
White,2,48,3.4,2.72,1
Black,1,38,3,0.08,1
White,1,42,4,1.66,1
White,2,45,3.7,0.86,1
White,2,47,3.3,1.59,1
White,1,44,3.5,0.21,1
White,1,48,3.3,0.61,1
Asian,2,44,3.5,-0.12,1
White,2,44,3.5,-0.26,1
White,2,44,3.7,2.52,1
White,1,44,3.7,-0.63,1
Asian,1,44,3.5,-1.17,1
White,2,44,3.4,-0.38,1
White,1,46,3.8,0.21,1
Black,2,32,3.1,-1.76,0
White,2,42,3.6,-2.13,1
White,2,42,3.9,-0.06,1
White,1,35,3.4,-1.43,0
White,1,44,3.8,-0.64,1
White,1,39,3.7,-0.71,1
Black,2,38,3.5,-1.3,1
White,2,44,3.5,1.72,1
Asian,2,45,3.6,-0.11,1
White,2,48,3.2,1.07,1
White,1,43,3.6,-0.32,1
White,2,42,4,0.27,1
White,2,44,3.7,0.34,1
White,2,47,3.7,2.39,1
Asian,1,43,3.9,0.14,1
White,2,42,3.6,0.41,1
White,2,44,3.6,0.27,1
White,1,41,3.5,-0.12,1
White,1,41,3.7,0.21,1
White,2,41,3.7,-1.49,1
Asian,2,41,3.8,-1.37,1
Mexican,2,47,3.9,2.59,1
White,2,41,3.4,1.2,0
White,2,46,3.7,-0.39,1
White,2,37,3.5,1.07,1
White,1,43,3.7,1.2,1
White,2,45,3.6,0.6,1
Black,2,41,3,-1.3,1
White,2,44,3.3,1.73,1
White,1,47,3.7,-0.65,1
Asian,1,40,3.6,0.08,1
White,2,43,3.6,0.14,1
White,2,46,3.5,0.67,1
White,1,45,3.6,0.2,1
White,1,42,3.7,0.34,1
White,1,48,3.8,0.86,1
White,2,43,3.7,0.8,1
White,2,41,3.7,1.14,1
White,2,41,3.5,0.34,1
White,2,43,3.2,0.45,1
White,2,48,3,0.09,1
White,1,44,3.3,-0.87,1
White,1,40,3.2,-1.8,1
White,1,40,3.3,-0.24,1
White,2,39,3.3,-0.29,1
White,2,39,3.4,1.77,1
White,2,40,3.3,0.75,1
White,2,39,3.3,0.15,1
White,1,39,3.5,-0.9,1
White,2,40,3.4,-0.32,1
White,2,44,3.2,-0.57,1
White,2,40,3.5,0.39,1
White,2,40,3.3,-0.54,1
White,1,39,3.7,-0.21,1
White,2,44,3.7,2.12,1
White,2,40,3.7,0.26,1
White,2,42,3.2,-0.1,1
Hispanic,1,38,3.4,-1.01,1
White,2,46,3.9,2.18,1
White,2,41,3.3,-0.46,1
Hispanic,1,41,3.5,-0.24,1
White,2,45,3,1.19,1
White,1,39,3.7,-1.45,1
White,1,41,4,1.3,1
White,2,40,3.3,-0.81,1
White,2,39,3.1,-0.51,1
Black,2,34,3,-0.76,1
White,2,40,3.4,0.01,1
White,2,40,3.3,0.15,1
White,2,43,3.2,-1.47,1
White,2,44,3.4,-0.02,1
White,2,47,3.2,-1.97,0
Black,2,32,3.2,-0.27,1
White,2,38,3.6,0.39,1
White,1,40,3.5,0.56,1
White,2,44,3.1,-0.79,1
White,2,40,3.4,-0.87,1
White,2,39,3.5,2.34,1
White,2,38,3.6,0.48,1
White,2,45,2.8,0.56,1
White,2,40,3.4,-0.43,1
White,1,40,3.2,-0.35,1
White,2,39,3.4,0.34,1
White,1,39,3.7,0.12,1
White,2,39,3.8,-0.32,1
White,2,41,3.4,-1.14,1
White,2,40,3.5,-1.2,1
White,2,40,3.4,-0.65,1
White,1,40,3.6,0.28,1
White,2,44,3.4,0.75,1
White,2,40,3.3,1.33,1
White,1,41,3.3,-0.6,1
White,2,44,4,3.17,1
White,1,40,3.3,-2.02,0
Asian,2,37,3.5,-0.79,1
Asian,1,39,3.3,-0.32,1
White,2,41,3.2,1.85,1
White,2,43,3.4,1.06,1
Asian,1,32,3.6,-1.86,1
White,2,43,3.2,0.77,1
White,2,45,3.3,0.19,1
White,1,42,3.4,0.77,1
White,1,37,3.7,1.06,1
Black,2,29,3,-3.03,0
Black,2,30,3,-2.45,1
Black,1,30,3.1,-0.4,1
Other,2,44,3.1,-0.4,1
White,2,40.5,3.2,0.77,1
White,2,41,3.9,0.19,1
White,2,42,3.1,-0.69,1
White,1,42,3.3,-1.57,1
Asian,1,44,3.3,1.06,1
White,1,44,3.4,0.48,1
White,2,38,3.7,1.36,1
White,1,42,3.5,0.77,1
White,1,44,3.2,0.48,1
White,2,40,3.4,-0.11,1
White,2,40,3.2,-0.11,1
White,1,47,3.2,2.23,1
White,1,42,3.4,0.48,1
White,1,39,3.8,0.77,1
White,1,44,3.1,-0.4,1
White,1,42,3.4,-0.4,1
White,2,39,3.5,-0.11,0
White,2,42,2.5,-0.69,1
Black,1,34,2.8,-0.69,1
White,1,33,4,-0.4,1
White,1,32,2.9,-0.98,0
White,1,37.5,3.8,0.77,1
White,1,40,3.3,0.19,1
White,2,46,3.4,-0.69,1
White,2,42,3.5,-0.69,1
White,2,40,3.7,-0.4,1
White,2,45,3.2,0.48,1
White,2,44,3,0.77,1
White,2,42,3.6,1.94,1
White,2,37.5,2.3,-0.11,1
White,1,41,3.4,-2.16,1
White,2,44,3.1,0.77,1
White,2,38,3.6,0.77,1
White,2,37,3.4,0.48,1
White,1,42,3.1,-0.4,1
White,1,40,3.5,1.36,1
White,1,38,3.6,-0.4,1
White,2,45,3.8,-0.4,1
White,2,44,3.6,0.48,1
Black,2,32,2.8,-1.57,1
White,1,42,3.3,-0.4,1
White,1,42,3.3,0.77,1
Asian,1,29,3.8,-1.57,0
White,1,42,3.8,-0.69,1
Asian,1,39,3.3,-0.11,1
Black,2,36,2.7,-0.98,1
White,2,44,3.4,1.65,1
White,1,45,3.6,-0.4,1
White,2,40,3.1,1.06,1
White,1,42,3.5,1.06,1
White,1,43,3.3,1.06,1
White,2,44,3,0.19,1
White,1,39,3.7,1.36,1
White,2,41,3.8,-0.98,1
White,2,44,3.4,1.06,1
White,2,46,3.1,1.36,1
White,2,42,3.8,0.77,1
White,1,48,2.8,1.94,1
White,2,39,3.6,-0.4,1
White,2,40,3.6,0.19,1
White,2,42,3.3,-0.11,1
White,2,45,3.2,-0.69,1
White,2,44,3.8,1.06,1
White,2,42,3,-0.4,1
White,1,41.5,3.3,-0.69,1
White,2,42,3.3,0.48,1
White,2,43,3.1,0.19,1
White,2,41,3.5,-0.11,1
White,1,41,3.4,-0.69,1
White,1,46,3.2,-0.4,1
White,1,42,3.6,0.77,1
White,2,41,3.3,0.48,1
White,1,42,3.9,0.77,1
White,1,44,3.8,0.48,1
White,2,45,3.6,0.77,1
White,1,35,3.4,0.77,1
White,2,41,3.6,1.36,1
White,2,41,3.6,1.36,1
White,1,42,3.7,-1.57,1
White,1,46,3.4,-0.11,1
White,1,44,3.2,0.77,1
White,1,42,3.4,-0.11,1
White,2,43,3.1,0.48,1
White,1,42,3.4,0.48,1
White,2,44,3.1,-0.11,1
White,2,43,3.3,-0.98,1
White,1,43,3,-0.4,1
White,2,43,3,0.19,1
White,2,39,4,0.19,1
White,2,42,3.1,0.48,1
White,2,41,3.7,0.77,1
White,1,38,3.6,0.77,1
White,1,42,3.6,-0.11,1
White,2,44,3.3,-0.4,1
White,2,46,3.1,-0.11,1
White,2,39,3.5,-0.69,1
Black,2,28,3.1,-2.16,0
Black,1,33,2.7,-1.28,1
White,1,42,3.8,0.19,1
White,1,40,3.8,-0.98,1
White,1,42,3.6,1.36,1
White,2,47,2.9,0.19,1
Black,2,41,2.4,-2.45,1
Black,2,30,2.9,-2.74,0
White,1,42,3.3,-0.69,1
White,2,44,2.8,-2.16,1
White,2,39,3.6,1.65,1
